10-09-2015	git Version:  ad9e04a
id	name	defn	synonyms	is_a id	is_a name
PO:0007032	whole plant fruit formation stage up to 10%	A whole plant fruit formation stage (PO:0007042) that begins when the first fruit (PO:0009001) on a whole plant (PO:0000003) that has no other fruits as part enters a fruit initiation stage (PO:0025503) and ends when the average size of fruits (PO:0009001) on a whole plant (PO:0000003) has reached 10% of final size.	7.01 Pod 10% of final length in soybean RELATED; E-L 27 RELATED; FF.00 fruit size 10% in Solanaceae RELATED; fruit setting NARROW; stage R3 in soybean RELATED; tomato immature green RELATED	PO:0007042	whole plant fruit formation stage
PO:0007033	whole plant development stage	A plant structure development stage (PO:0009012) that has as primary participant a whole plant (PO:0000003).	cereal plant ontology  RELATED; maize growth stage RELATED; plant growth stage ontology RELATED; plant growth stages in Arabidopsis RELATED; rice growth stage RELATED; Solanaceae whole plant growth stages RELATED; sorghum growth stage RELATED; wheat, barley and oat growth stage RELATED	PO:0009012	plant structure development stage
PO:0007034	FL.01 1/4 of flowers open stage	The stage at which 1/4 of flowers open.	6.02 1/4 of flowers on the main stem open in soybean RELATED; FL.01 1/4 of flowers open in Solanaceae RELATED	PO:0007016	whole plant flowering stage
PO:0007035	7-8 fruit formation and maturation	OBSOLETE. This stage refers to the developmental and physiological changes that occur in the whole plant after fertilization and during fruit development, maturation, and provisioning.	06-post-flowering in maize RELATED; 5.3 pollination in maize RELATED; 5.4 fertilization in maize RELATED; 6 post-flowering/lag phase in maize RELATED; 7 linear grain-filling in maize RELATED; 7 Pod Formation in soybean RELATED; 7-8 Fruit Formation and Maturation in soybean RELATED; 7.01-blister stage in maize RELATED; BBCH principal growth stage 7 RELATED; C-embryo stage in rice RELATED; double fertilization in maize RELATED; effective filling period in maize RELATED; first silique shattered RELATED; grain-filling in maize RELATED; kernel watery ripe RELATED; lag phase in maize RELATED; post-flowering in maize RELATED; proembryo in maize RELATED; R1in maize RELATED		
PO:0007036	beginning of whole plant fruit ripening stage	The stage at which fruit maturation begins.	8.01 Beginning of bean ripening in soybean RELATED; beginning of fruit coloration RELATED; first silique shattered RELATED; FR.00 beginning of fruit ripening in Solanaceae RELATED	PO:0007010	whole plant fruit ripening stage
PO:0007037	inflorescence bifurcation stage	Stage of inflorescence development marked by the formation of two, often equal-sized, inflorescence meristems from one inflorescence meristem.		PO:0001083	inflorescence development stage
PO:0007038	whole plant fruit ripening complete stage	The stage at which fruit ripening is complete.	10-ripening in barley RELATED; 10-ripening in oat RELATED; 10-ripening in Triticeae RELATED; 10-ripening in wheat RELATED; 10.01-kernel medium hard RELATED; 10.02-kernel hard RELATED; 8.09 Final ripening in soybean RELATED; 9.02 dry kernel in maize RELATED; 9.2 dry kernel in maize RELATED; BBCH principal growth stage 89 RELATED; dry kernel in maize RELATED; dry seed in maize RELATED; FR.04 fruit ripening complete in Solanaceae RELATED; fully ripe RELATED; fully ripe grain hard, difficult to divide by thumbnail in rice RELATED; fully ripe kernels hard and shiny about 65% dry matter in maize RELATED; tomato fully red ripe fruit RELATED	PO:0007010	whole plant fruit ripening stage
PO:0007039	leaf trichome development stage	A trichome development stage that has as primary participant a leaf trichome.		PO:0025368	trichome development stage
PO:0007041	inflorescence emergence stage	An inflorescence detectable phase during which an inflorescence emerges from sheathing leaves or bracts.	06-heading stage in rice RELATED; 06-inflorescence emergence in barley RELATED; 06-inflorescence emergence in oat RELATED; 06-inflorescence emergence in wheat RELATED; 08-heading in sorghum RELATED; half bloom in sorghum RELATED; heading RELATED; rice growth stage-6 RELATED; sorghum growth stage-7 RELATED; tasseling RELATED	PO:0007047	whole plant inflorescence detectable stage
PO:0007042	whole plant fruit formation stage	A whole plant fruit development stage (PO:0025500) that begins when a fruit (PO:0009001) on a whole plant (PO:0000003) that is not currently participating in a whole plant fruit development stage begins a fruit initiation stage (PO:0025503) and ends with the onset of a whole plant fruit ripening stage (PO:0007010).	07-milk stage in rice RELATED; 08-milk development in barley RELATED; 08-milk development in oat RELATED; 08-milk development in wheat RELATED; 5 fruit formation in Solanaceae RELATED; 6.01-dilatory in maize RELATED; 6.02-exponential in maize RELATED; 6.1 dilatory in maize RELATED; 6.2 exponential in maize RELATED; dilatory in maize RELATED; exponential in maize RELATED; free nuclear in maize RELATED; milk grain RELATED; milk stage in rice RELATED; mitotic in maize RELATED; proembryo in maize RELATED; rice growth stage-7 RELATED; transition stage in maize RELATED; Zadok scale-70 RELATED	PO:0025500	whole plant fruit development stage
PO:0007043	hypocotyl emergence stage	A seedling development stage (PO:0007131) during which the hypocotyl (PO:0020100) emerges from the seed coat (PO:0009088).	0.07.01 Cotyledons and hypocotyl emerge in soybean RELATED; 0.07.02 Hypocotyl emerges above soil in soybean RELATED; BBCH growth stage 08 RELATED; hypocotyl and cotyledon emergence in Arabidopsis RELATED; hypocotyl emergence in Solanaceae RELATED	PO:0007131	seedling development stage
PO:0007044	BO.02 mid boot stage	The flag leaf sheath is just visibly swollen.	5.02-flag leaf sheath extending in barley RELATED; 5.02-flag leaf sheath extending in oat RELATED; 5.02-flag leaf sheath extending in wheat RELATED; flag leaf sheath just visibly swollen RELATED; Zadok scale-45, Feekes scale-10, Haun scale-9.2 RELATED	PO:0007014	booting stage
PO:0007045	coleoptile emergence stage	A sporophyte vegetative stage (PO:0007134) during which the coleoptile (PO:0020033) emerges from the seed coat (PO:0009088).	0.3 coleoptile emergence from seed in maize RELATED; BBCH growth stage 09 RELATED	PO:0007134	sporophyte vegetative stage
PO:0007046	IL.01 1/4 inflorescence length reached stage	An inflorescence detectable phase during which an inflorescence has reached at least one quarter of its full length, but has not yet reached one half of its full length.	4.02 1/4 of inflorescence length reached in soybean RELATED	PO:0007047	whole plant inflorescence detectable stage
PO:0007047	whole plant inflorescence detectable stage	A reproductive growth stage during which an inflorescence is detectable.	3 inflorescence visible RELATED; 3 inflorescence visible in Solanaceae NARROW; 4 Inflorescence Formation in soybean NARROW; BBCH principal growth stage 4 RELATED; BBCH principal growth stage 5 RELATED; Poaceae inflorescence visible NARROW	PO:0007130	sporophyte reproductive stage
PO:0007048	IE.01 1/4 of inflorescence emerged from flag leaf sheath stage	The stage at which 1/4 of inflorescence has emerged from flag leaf sheath.	30% of panicle emerged in rice RELATED; 6.02-1/4 of inflorescence emerged in barley RELATED; 6.02-1/4 of inflorescence emerged in oat RELATED; 6.02-1/4 of inflorescence emerged in wheat RELATED; Zadok scale-53, Feekes scale-10.2 RELATED	PO:0007041	inflorescence emergence stage
PO:0007049	cotyledon emergence stage	A seedling development stage (PO:0007131) during which the cotyledon (PO:0020030) emerges from the seed coat (PO:0009088).	01-seedling emergence in sorghum RELATED; 1.00 Cotyledon visible in soybean RELATED; 1.00 imperfect leaf unrolled RELATED; 1.01-seedling emergence in maize RELATED; 1.1 seedling emergence in maize RELATED; 2.01-first leaf through coleoptile in barley RELATED; 2.01-first leaf through coleoptile in oat RELATED; 2.01-first leaf through coleoptile in Triticeae RELATED; 2.01-first leaf through coleoptile in wheat RELATED; BBCH growth stage 09 RELATED; BBCH growth stage 10 RELATED; cotyledon emergence in Solanaceae RELATED; cotyledons fully open in Arabidopsis RELATED; hypocotyl and cotyledon emergence in Arabidopsis RELATED; LP.00 cotyledon visible RELATED; maize growth stage-1.1 RELATED; Oryza first leaf through coleoptile RELATED; sorghum growth stage-0 RELATED; Sorghum seedling emergence RELATED; Triticeae first leaf through coleoptile RELATED; VE in maize RELATED; VE stage in soybean RELATED; Zadok scale-10, Feekes scale-1 RELATED	PO:0007131	seedling development stage
PO:0007050	late whole plant fruit ripening stage	The late stage of fruit ripening.	09-maturity in maize RELATED; 10.02-hard dough in sorghum RELATED; 8 leveling off of grain-filling/embryo 5 in maize RELATED; 8.07 Late ripening in soybean RELATED; 8.2-hard dough stage in rice RELATED; 9 maturity in maize RELATED; 9.03-hard dough in barley RELATED; 9.03-hard dough in oat RELATED; 9.03-hard dough in wheat RELATED; 9.1 physiological maturity/embryo 6 in maize RELATED; attenuative in maize RELATED; BBCH principal growth stage 87 RELATED; black layer in maize RELATED; dent stage in maize RELATED; embryo stage 5 in maize RELATED; embryo stage 6 in maize RELATED; FR.03 late stage of fruit ripening in Solanaceae RELATED; hard dough RELATED; late dough grain in rice RELATED; late dough stage in rice RELATED; leveling off of dry matter accumulation RELATED; physiological maturity, black dot, about 60% dry matter in maize RELATED; R5 in maize RELATED; R6 in maize RELATED; rice growth stage-8.2 RELATED; sorghum growth stage-10 RELATED; Stage R7 Beginning maturity in soybean RELATED; storage maturity in maize RELATED; tomato red firm fruit RELATED; Zadok scale-87, Haun scale-15 RELATED	PO:0007010	whole plant fruit ripening stage
PO:0007051	BO.00 booting begins stage	Booting has just begun.		PO:0007014	booting stage
PO:0007052	FL.03 3/4 of flowers open stage	The stage at which 3/4 of flowers open.	6.02 3/4 of flowers on main stem open in soybean RELATED; FL.03 3/4 of flowers open in Solanaceae RELATED; flowering finishing RELATED; Stage R2 Open flower at one of the two uppermost nodes on the main stem with fully developed leaf in soybean RELATED	PO:0007016	whole plant flowering stage
PO:0007053	FL.02 1/2 of flowers open stage	The stage at which 1/2 of flowers open.	6.02 1/2 of flowers on main stem open in soybean RELATED; 7.02-anthesis half-way in barley RELATED; 7.02-anthesis half-way in oat RELATED; 7.02-anthesis half-way in wheat RELATED; FL.02 1/2 of flowers open in Solanaceae RELATED; full flowering RELATED; Haun scale-11.5 RELATED	PO:0007016	whole plant flowering stage
PO:0007054	epicotyl emergence stage	A seedling development stage (PO:0007131) during which the epicotyl (PO:0020035) emerges from the seed coat (PO:0009088).		PO:0007131	seedling development stage
PO:0007056	1 pattern formation stage	Trichome initiation stage that determine numbers of trichome are formed.		PO:0007039	leaf trichome development stage
PO:0007057	seed germination stage	A sporophyte vegetative stage (PO:0007134) which begins with the onset of a seed imbibition stage (PO:0007022) and ends with a radicle emergence stage (PO: 0007015), or a coleorhiza emergence stage (PO:0025475), as a result of the growth by the plant embryo (PO:0004537) in a seed (PO:0009010).	0 germination in maize RELATED; 0 germination in Solanaceae RELATED; 0 Germination in soybean RELATED; 00-germination in maize RELATED; 01-germination in barley RELATED; 01-germination in oat RELATED; 01-germination in rice RELATED; 01-germination in Triticeae RELATED; 01-germination in wheat RELATED; BBCH principal growth stage 0 RELATED; germination in Arabidopsis RELATED; maize growth stage-0 RELATED; rice growth stage-1 RELATED	PO:0007134	sporophyte vegetative stage
PO:0007058	2 endoreduplication stage	The stage trichome nuclei continue to replicate their DNA after mitosis and cytokinesis have ceased, and as a consequence have a DNA content much greater than 2C.		PO:0007039	leaf trichome development stage
PO:0007059	3 branch formation stage	The stage trichome develops branches.		PO:0007039	leaf trichome development stage
PO:0007060	obsolete growth and development terms	OBSOLETE.			
PO:0007061	2.00 main shoot only	OBSOLETE	3.01-main shoot only in barley RELATED; 3.01-main shoot only in oat RELATED; 3.01-main shoot only in Triticeae RELATED; 3.01-main shoot only in wheat RELATED; Zadok scale-20 RELATED		
PO:0007062	SE.06 six nodes or internodes visible stage	The stage at which six nodes or six internodes are visible.	3.06 6 nodes/internodes visible in soybean RELATED; 4.07-sixth node detectable in barley RELATED; 4.07-sixth node detectable in oat RELATED; 4.07-sixth node detectable in wheat RELATED; BBCH growth stage 36 RELATED; Zadok scale-36 RELATED	PO:0007089	stem elongation stage
PO:0007063	LP.07 seven leaves visible stage	The stage at which leaves at seven nodes, other than the cotyledonary node, are visible above ground.	1.07 6th trifoliolate leaf unfolded in soybean RELATED; 2.08-seven leaves unfolded in barley RELATED; 2.08-seven leaves unfolded in oat RELATED; 2.08-seven leaves unfolded in Triticeae RELATED; 2.08-seven leaves unfolded in wheat RELATED; 3.01-ear initiation RELATED; 3.1 ear initiation/mid-whorl stage in maize RELATED; 6-8 leaves in maize RELATED; 7 leaves unfolded RELATED; 7 rosette leaf in Arabidopsis RELATED; 7-leaf in maize RELATED; BBCH growth stage 17 RELATED; ear initiation in maize RELATED; LP.07 seven leaves visible in Solanaceae RELATED; maize growth stage-3.1 RELATED; mid-whorl stage in maize RELATED; seven rosette leaves RELATED; seventh leaf unfolded RELATED; Stage V6 in soybean RELATED; Triticeae seven leaves unfolded RELATED; V7 in maize RELATED; Zadok scale-, Haun scale-6.+ RELATED	PO:0007133	leaf production stage
PO:0007064	LP.12 twelve leaves visible stage	The stage at which leaves at twelve nodes, other than the cotyledonary node, are visible above ground.	1.12 11th trifoliolate leaf unfolded in soybean RELATED; 12 rosette leaf in Arabidopsis RELATED; 3.03-mid-vegetative RELATED; 3.3 mid-vegetative RELATED; 3.3 mid-vegetative stage of maize RELATED; maize growth stage-3.3 RELATED; mid-vegetative in maize RELATED; mid-vegetative stage of maize RELATED; Stage V11 in soybean RELATED; twelve leaves unfolded RELATED; twelve rosette leaves RELATED; V12 in maize RELATED	PO:0007133	leaf production stage
PO:0007065	LP.05 five leaves visible stage	The stage at which leaves at five nodes, other than the cotyledonary node, are visible above ground.	02-tassel initiation in maize RELATED; 04-five leaf stage in sorghum RELATED; 1.05 4th trifoliolate leaf unfolded in soybean RELATED; 2 tassel initiation/early whorl stage in maize RELATED; 2.06-five leaves unfolded in barley RELATED; 2.06-five leaves unfolded in oat RELATED; 2.06-five leaves unfolded in Triticeae RELATED; 2.06-five leaves unfolded in wheat RELATED; 4-6 leaves in maize RELATED; 5 leaves unfolded RELATED; 5 rosette leaf in Arabidopsis RELATED; BBCH growth stage 15 RELATED; early whorl stage in maize RELATED; fifth leaf unfolded RELATED; five rosette leaves RELATED; LP.05 five leaves visible in Solanaceae RELATED; maize growth stage-2 RELATED; rice growth stage-3 RELATED; Sorghum five leaf stage RELATED; sorghum growth stage-3 RELATED; Stage V4 in soybean RELATED; tassel differentiation in maize RELATED; tassel initiation in maize RELATED; Triticeae five leaves unfolded RELATED; V5 in maize RELATED; Zadok scale-15, Haun scale-4.+ RELATED	PO:0007133	leaf production stage
PO:0007066	SE.09 nine nodes or internodes visible stage	The stage at which nine nodes or nine internodes are visible.	3.09 9 nodes/internodes visible in soybean RELATED; BBCH growth stage 39 RELATED	PO:0007089	stem elongation stage
PO:0007067	LP.17 seventeen leaves visible stage	The stage at which leaves at seventeen nodes, other than the cotyledonary node, are visible above ground.	1.17 16th trifoliate leaf unfolded in soybean RELATED; 3.04-late vegetative RELATED; 3.4 late vegetative in maize RELATED; 3.4 late vegetative stage of maize RELATED; late vegetative in maize RELATED; late vegetative stage of maize RELATED; maize growth stage-3.4 RELATED; maize V17 stage RELATED; Stage V16 in soybean RELATED; V17 in maize RELATED	PO:0007133	leaf production stage
PO:0007068	mid rosette growth stage	Rosette has reached approximately 50% of its final diameter.	mid rosette growth in Arabidopsis RELATED	PO:0007113	rosette growth stage
PO:0007070	SE.08 eight nodes or internodes visible stage	The stage at which eight nodes or eight internodes are visible.	3.08 8 nodes/internodes visible in soybean RELATED; BBCH growth stage 38 RELATED	PO:0007089	stem elongation stage
PO:0007071	2.02 main shoot and axillary shoots visible at two nodes stage	The stage at which main shoot and axillary shoots at two nodes are visible.	2.02 Main shoot and axillary shoots visible at 2 nodes in soybean RELATED; 2.02 main shoot and axillary shoots visible at two nodes in Solanaceae RELATED; 3.03-main shoot and two tillers RELATED; BBCH growth stage 22 RELATED; main shoot and 2 tillers RELATED; main shoot and second tiller visible RELATED; main shoot and two tillers in barley RELATED; main shoot and two tillers in oat RELATED; main shoot and two tillers in wheat RELATED; second axillary shoot detectable RELATED; second tiller detectable RELATED; Zadok scale-22 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007072	LP.18 eighteen leaves visible stage	The stage at which leaves at eighteen nodes, other than the cotyledonary node, are visible above ground.	1.18 17th trifoliolate leaf unfolded in soybean RELATED; 3.04-late vegetative RELATED; 3.4 late vegetative in maize RELATED; 3.4 late vegetative stage of maize RELATED; late vegetative in maize RELATED; late vegetative stage of maize RELATED; maize growth stage-3.4 RELATED; maize V18 stage RELATED; Stage V17 in soybean RELATED; V18 in maize RELATED; VT vegetative tasseling in maize (US cornbelt) NARROW	PO:0007133	leaf production stage
PO:0007073	2 formation of axillary shoot stage	The stage at which the axillary shoots are forming.	03-tillering in barley RELATED; 03-tillering in oat RELATED; 03-tillering in wheat RELATED; 03-tillering stage in rice RELATED; 2 axillary Shoot Formation in soybean RELATED; 2 formation of axillary shoot in Solanaceae RELATED; BBCH principal growth stage 2 RELATED; formation of side shoot RELATED; rice growth stage-3 RELATED; tillering RELATED	PO:0007134	sporophyte vegetative stage
PO:0007074	SE.15 fifteen nodes or internodes visible stage	The stage at which fifteen nodes or fifteen internodes are visible.	3.15 15 nodes/internodes visible in soybean RELATED	PO:0007089	stem elongation stage
PO:0007075	5.02 20% of inflorescence emerged.	OBSOLETE			
PO:0007076	late rosette growth stage	Rosette has reached approximately 70% of its final diameter.	late rosette growth in Arabidopsis RELATED	PO:0007113	rosette growth stage
PO:0007077	2.08 main shoot and axillary shoots visible at eight nodes stage	The stage at which main shoot and axillary shoots at eight nodes are visible.	2.08 Main shoot and axillary shoots visible at 8 nodes in soybean RELATED; 2.08 main shoot and axillary shoots visible at eight nodes in Solanaceae RELATED; 3.09-main shoot and eight tillers RELATED; BBCH growth stage 28 RELATED; eighth axillary shoot detectable RELATED; eighth tiller detectable RELATED; main shoot and 8 tillers RELATED; main shoot and eight tillers in barley RELATED; main shoot and eight tillers in oat RELATED; main shoot and eight tillers in wheat RELATED; main shoot and eighth tiller visible RELATED; Zadok scale-28 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007078	rosette growth complete stage	Stage at which rosette no longer increases in diameter, its leaf growth and expansion having ceased.	complete rosette in Arabidopsis RELATED	PO:0007113	rosette growth stage
PO:0007079	SE.00 stem elongation begins stage	The stage at which the internodes begin to elongate.	3.00 stem elongation begins in soybean RELATED; 4.01-pseudo stem erection in barley RELATED; 4.01-pseudo stem erection in oat RELATED; 4.01-pseudo stem erection in wheat RELATED; 4.1-panicle initiation stage RELATED; 4.2-panicle differentiation stage RELATED; BBCH growth stage 30 RELATED; pseudo stem and tillers erect RELATED; pseudo stem erection RELATED; rice green ring stage RELATED; rice panicle initiation RELATED	PO:0007089	stem elongation stage
PO:0007080	2.03 main shoot and axillary shoots visible at three nodes stage	The stage at which main shoot and axillary shoots at three nodes are visible.	2.03 Main shoot and axillary shoots visible at 3 nodes in soybean RELATED; 2.03 main shoot and axillary shoots visible at three nodes in Solanaceae RELATED; 3.04-main shoot and three tillers RELATED; BBCH growth stage 23 RELATED; main shoot and 3 tillers RELATED; main shoot and third tiller visible RELATED; main shoot and three tillers in barley RELATED; main shoot and three tillers in oat RELATED; main shoot and three tillers in wheat RELATED; third axillary shoot detectable RELATED; third tiller detectable RELATED; Zadok scale-23 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007081	early rosette growth stage	Rosette has reached approximately 20% of its final diameter.	early rosette growth in Arabidopsis RELATED	PO:0007113	rosette growth stage
PO:0007082	LP.20 twenty or more leaves whorls visible stage	The stage at which leaves at twenty or more nodes, other than the cotyledonary node, are visible above ground.	1.20 19th trifoliolate leaf unfolded in soybean RELATED; 1.21 20th trifoliolate leaf unfolded in soybean RELATED; 1.22 21st trifoliolate leaf unfolded in soybean RELATED; 1.23 22nd trifoliolate leaf unfolded in soybean RELATED; 1.24 23rd trifoliolate leaf unfolded in soybean RELATED; 1.25 25 or more trifoliolate leaves unfolded in soybean RELATED; 3.04-late vegetative RELATED; 3.4 late vegetative in maize RELATED; 3.4 late vegetative stage of maize RELATED; late vegetative in maize RELATED; late vegetative stage of maize RELATED; maize growth stage-3.4 RELATED; maize V20 stage RELATED; Stage V20 in soybean RELATED; Stage V21 in soybean RELATED; Stage V22 in soybean RELATED; Stage V23 in soybean RELATED; Stage V25 in soybean RELATED; V20 in maize RELATED	PO:0007133	leaf production stage
PO:0007083	LP.13 thirteen leaves visible stage	The stage at which leaves at thirteen nodes, other than the cotyledonary node, are visible above ground.	1.13 12th trifoliolate leaf unfolded in soybean RELATED; 13 rosette leaf in Arabidopsis RELATED; 3.03-mid-vegetative RELATED; 3.3 mid-vegetative RELATED; 3.3 mid-vegetative stage of maize RELATED; maize growth stage-3.3 RELATED; mid-vegetative in maize RELATED; mid-vegetative stage of maize RELATED; Stage V12 in soybean RELATED; thirteen leaves unfolded RELATED; thirteen rosette leaves RELATED; V13 in maize RELATED	PO:0007133	leaf production stage
PO:0007084	SE.10 ten nodes or internodes visible stage	The stage at which ten nodes or ten internodes are visible.	3.10 10 nodes/internodes visible in soybean RELATED	PO:0007089	stem elongation stage
PO:0007085	LP.14 fourteen leaves visible stage	The stage at which leaves at fourteen nodes, other than the cotyledonary node, are visible above ground.	1.14 13th trifoliolate leaf unfolded in soybean RELATED; 14 rosette leaf in Arabidopsis RELATED; 3.03-mid-vegetative RELATED; 3.3 mid-vegetative RELATED; 3.3 mid-vegetative stage of maize RELATED; fourteen leaves unfolded RELATED; fourteen rosette leaves RELATED; maize growth stage-3.3 RELATED; Stage V13 in soybean RELATED; V14 in maize RELATED	PO:0007133	leaf production stage
PO:0007086	SE.05 five nodes or internodes visible stage	The stage at which five nodes or five internodes are visible.	3.05 5 nodes/internodes visible in soybean RELATED; 4.06-fifth node detectable in barley RELATED; 4.06-fifth node detectable in oat RELATED; 4.06-fifth node detectable in wheat RELATED; BBCH growth stage 35 RELATED; Zadok scale-35 RELATED	PO:0007089	stem elongation stage
PO:0007087	2.01 main shoot and axillary shoots visible at one node stage	The stage at which main shoot and axillary shoot(s) at one node is (are) visible.	2.01 Main shoot and axillary shoot visible at one node in soybean RELATED; 2.01 main shoot and axillary shoots visible at one node in Solanaceae RELATED; 3.02-main shoot and one tiller RELATED; BBCH growth stage 21 RELATED; first axillary shoot detectable RELATED; first tiller detectable RELATED; main shoot and 1 tiller RELATED; main shoot and first tiller visible RELATED; main shoot and one tiller in barley RELATED; main shoot and one tiller in oat RELATED; main shoot and one tiller in wheat RELATED; Zadok scale-21, Feekes scale-2 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007088	2.04 main shoot and axillary shoots visible at four nodes stage	The stage at which main shoot and axillary shoots at four nodes are visible.	2.04 Main shoot and axillary shoots visible at 4 nodes in soybean RELATED; 2.04 main shoot and axillary shoots visible at four nodes in Solanaceae RELATED; 3.05-main shoot and four tillers RELATED; BBCH growth stage 24 RELATED; fourth axillary shoot detectable RELATED; fourth tiller detectable RELATED; main shoot and 4 tillers RELATED; main shoot and four tillers in barley RELATED; main shoot and four tillers in oat RELATED; main shoot and four tillers in wheat RELATED; main shoot and fourth tiller visible RELATED; Zadok scale-24 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007089	stem elongation stage	The stage at which the internodes elongate.	04-stem elongation in barley RELATED; 04-stem elongation in oat RELATED; 04-stem elongation in wheat RELATED; 04-stem elongation stage in Triticeae RELATED; 05-growing point differentiation RELATED; 3 rapid stem elongation in maize RELATED; 3 Stem Elongation in soybean RELATED; BBCH principal growth stage 3 RELATED; crop cover in potato RELATED; internode elongation RELATED; jointing stage RELATED; rapid stem elongation RELATED; rice growth stage-4 RELATED; shoot development RELATED; sorghum growth stage-4 RELATED; stem elongation in Solanaceae RELATED	PO:0007112	1 main shoot growth stage
PO:0007090	SE.13 thirteen nodes or internodes visible stage	The stage at which thirteen nodes or thirteen internodes are visible.	3.13 13 nodes/internodes visible in soybean RELATED	PO:0007089	stem elongation stage
PO:0007091	SE.01 one node or internode visible stage	The stage at which one node or one internode is visible.	3.01 one node visible in soybean RELATED; 4.02-first node detectable in barley RELATED; 4.02-first node detectable in oat RELATED; 4.02-first node detectable in wheat RELATED; BBCH growth stage 31 RELATED; Zadok scale-31, Feekes scale-6 RELATED	PO:0007089	stem elongation stage
PO:0007092	SE.04 four nodes or internodes visible stage	The stage at which four nodes or four internodes are visible.	3.04 4 nodes/internodes visible in soybean RELATED; 4.05-fourth node detectable in barley RELATED; 4.05-fourth node detectable in oat RELATED; 4.05-fourth node detectable in wheat RELATED; BBCH growth stage 34 RELATED; Zadok scale-34 RELATED	PO:0007089	stem elongation stage
PO:0007093	2.05 main shoot and axillary shoots visible at five nodes stage	The stage at which main shoot and axillary shoots at five nodes are visible.	2.05 Main shoot and axillary shoots visible at 5 nodes in soybean RELATED; 2.05 main shoot and axillary shoots visible at five nodes in Solanaceae RELATED; 3.06-main shoot and five tillers in barley RELATED; 3.06-main shoot and five tillers in oat RELATED; 3.06-main shoot and five tillers in Triticeae RELATED; 3.06-main shoot and five tillers in wheat RELATED; BBCH growth stage 25 RELATED; fifth axillary shoot detectable RELATED; fifth tiller detectable RELATED; main shoot and 5 tillers RELATED; main shoot and fifth tiller visible RELATED; main shoot and five tillers in barley RELATED; main shoot and five tillers in oat RELATED; main shoot and five tillers in wheat RELATED; Zadok scale-25 RELATED	PO:0007073	2 formation of axillary shoot stage
PO:0007094	LP.01 one leaf visible stage	The stage at which leaves at one node, other than the cotyledonary node, are visible above ground.	1-4 leaf stage in rice RELATED; 1.01 Unifoliolate leaves unfolded in soybean RELATED; 1.02-one to two leaves in maize RELATED; 1.2 1-2 leaves in maize RELATED; 2.02-first leaf unfolded in barley RELATED; 2.02-first leaf unfolded in oat RELATED; 2.02-first leaf unfolded in Triticeae RELATED; 2.02-first leaf unfolded in wheat RELATED; BBCH growth stage 11 RELATED; LP.01 one leaf visible in Solanaceae RELATED; maize growth stage-1.2 RELATED; pre tillering RELATED; rice growth stage-2.1 RELATED; V1 in maize  RELATED; VC stage in soybean RELATED; Zadok scale-11, Haun scale-1.+ RELATED; Zea V01 stage RELATED	PO:0007133	leaf production stage
PO:0007095	LP.08 eight leaves visible stage	The stage at which leaves at eight nodes, other than the cotyledonary node, are visible above ground.	1.08 7th trifoliolate leaf unfolded in soybean RELATED; 2.09-eight leaves unfolded in barley RELATED; 2.09-eight leaves unfolded in oat RELATED; 2.09-eight leaves unfolded in Triticeae RELATED; 2.09-eight leaves unfolded in wheat RELATED; 3.01-ear initiation in Maize RELATED; 3.1 ear initiation/mid-whorl stage in maize RELATED; 8 leaves unfolded RELATED; 8 rosette leaves in Arabidopsis RELATED; 8-leaf in maize RELATED; BBCH growth stage 18 RELATED; ear initiation in maize RELATED; eight leaf unfolded RELATED; eight rosette leaves RELATED; LP.08 eight leaves visible in Solanaceae RELATED; maize growth stage-3.1 RELATED; mid-whorl stage in maize RELATED; Stage V7 in soybean RELATED; Triticeae eight leaves unfolded RELATED; V8 in maize RELATED; Zadok scale-18, Haun scale-7.+ RELATED	PO:0007133	leaf production stage
PO:0007096	SE.03 three nodes or internodes visible stage	The stage at which three nodes or three internodes are visible.	3.03 3 nodes/internodes visible in soybean RELATED; 4.04-third node detectable in barley RELATED; 4.04-third node detectable in oat RELATED; 4.04-third node detectable in wheat RELATED; BBCH growth stage 33 RELATED; Zadok scale-33 RELATED	PO:0007089	stem elongation stage
PO:0007097	SE.14 fourteen nodes or internodes visible stage	The stage at which fourteen nodes or fourteen internodes are visible.	3.14 14 nodes/internodes visible in soybean RELATED	PO:0007089	stem elongation stage
